Grambank ID	Feature	Possible Values	Value	Source	Comment	Detailed comment	Example
GB020	Are there definite or specific articles?	1: present, 0: absent	0	Kharitonov (1982)			
GB021	Do indefinite nominals commonly have indefinite articles?	1: present, 0: absent	0	Kharitonov (1982)			
GB022	Are there prenominal articles?	1: present, 0: absent	0	Kharitonov (1982)			
GB023	Are there postnominal articles?	1: present, 0: absent	0	Kharitonov (1982)			
GB024	What is the order of numeral and noun in the NP?	multistate 1: Num-N; 2: N-Num; 3: both.	1	Pakendorf (2020:438); Kharitonov (1982:125, 176)			
GB025	What is the order of adnominal demonstrative and noun?	multistate 1: Dem-N; 2: N-Dem; 3: both.	1	Kharitonov (1982:193)			
GB026	Can adnominal property words occur discontinuously?	1: present, 0: absent	1	Fanselow (p.c. 2017)			
GB027	Are nominal conjunction and comitative expressed by different elements?	1: present, 0: absent	1	Kharitonov (1982:430, 472)		"coordination: itienne, uonna, da, daɣanï, ikki, buolan
comitative: kïtarï, kïtta"	"ńukulaj ǰögüörebis itienne ńuukka uybanïap kepset-e olorol-lor
Nikolaj Jegorovish and Njukka Ivanov sit-? talk-PL
‘Nikolaj Jegorovish and Njukka Ivanov are sitting and talking.’
mi:gin kïtta
1SG.ACC with
‘with me’"
GB028	Is there an inclusive/exclusive distinction?	1: present, 0: absent	0	Kharitonov (1982:188-189)			bihigi [1PL.INCL/EXCL]
GB030	Is there a gender distinction in independent 3rd person pronouns?	1: present, 0: absent	0	Kharitonov (1982:188-189)			
GB031	Is there a dual or unit augmented form (in addition to plural or augmented) for all person categories in the pronoun system?	1: present, 0: absent	1	Pakendorf (2020b:435)			bihikki ‘you and me’
GB035	Are there three or more distance contrasts in demonstratives?	1: present, 0: absent	1	Pakendorf (2020b:435); Kharitonov (1982:191)			"bu ‘this’
iti ‘that’
ol ‘that over there’"
GB036	Do demonstratives show an elevation distinction?	1: present, 0: absent	0	Kharitonov (1982)			
GB037	Do demonstratives show a visible-nonvisible distinction?	1: present, 0: absent	0	Kharitonov (1982)			
GB038	Are there demonstrative classifiers?	1: present, 0: absent	0	Kharitonov (1982)			
GB039	Is there nonphonological allomorphy of noun number markers?	1: present, 0: absent	0	Kharitonov (1982:125)			
GB041	Are there several nouns (more than three) which are suppletive for number?	1: present, 0: absent	0	Kharitonov (1982:125)	Not mentioned.		
GB042	Is there productive overt morphological singular marking on nouns?	1: present, 0: absent	0	Kharitonov (1982)			
GB043	Is there productive morphological dual marking on nouns?	1: present, 0: absent	0	Kharitonov (1982)			
GB044	Is there productive morphological plural marking on nouns?	1: present, 0: absent	1	Kharitonov (1982:125)			"at-tar [horse-PL] ‘horses’
oonńuu-lar [game-PL] ‘games’"
GB046	Is there an associative plural marker for nouns?	1: present, 0: absent	1	Kharitonov (1982:127)			petrov-taaχ [Petrov-ASSOC.PL] ‘Petrov and his family’
GB047	Is there a productive morphological pattern for deriving an action/state noun from a verb?	1: present, 0: absent	1	Kharitonov (1982:117, 119)		"-її  and allpmorphs (Old Turkic -ig/-їɣ)
-bїl and allomorphs"	bar-її [depart-NMLZ] ‘departure’
GB048	Is there a productive morphological pattern for deriving an agent noun from a verb?	1: present, 0: absent	1	Kharitonov (1982:118-119)		-aaččї and allomorphs	"aaɣ-aaččї
[read-NMLZ]
‘reader’"
GB049	Is there a productive morphological pattern for deriving an object noun from a verb?	1: present, 0: absent	1	Kharitonov (1982:120)		"-aχ
-їk"	ber-ik [give-NMLZ] ‘a bribe’
GB051	Is there a noun class/gender system where sex is a factor in class assignment?	1: present, 0: absent	0	Kharitonov (1982)			
GB052	Is there a noun class/gender system where shape is a factor in class assignment?	1: present, 0: absent	0	Kharitonov (1982)			
GB053	Is there a noun class/gender system where animacy is a factor in class assignment?	1: present, 0: absent	0	Kharitonov (1982)			
GB054	Is there a noun class/gender system where plant status is a factor in class assignment?	1: present, 0: absent	0	Kharitonov (1982)			
GB057	Are there numeral classifiers?	1: present, 0: absent	0	Kharitonov (1982)			
GB058	Are there possessive classifiers?	1: present, 0: absent	0	Kharitonov (1982)			
GB059	Is the adnominal possessive construction different for alienable and inalienable nouns?	1: present, 0: absent	0	Kharitonov (1982:128)			"aɣa-bїt [father-1PL] ‘our father’
orom-mut [bed-1PL] ‘our bed’"
GB065	What is the pragmatically unmarked order of adnominal possessor noun and possessed noun?	multistate 1:Possessor-Possessed; 2:Possessed-Possessor; 3: both	3	Kharitonov (1982:128, 131)			
GB068	Do core adjectives (defined semantically as property concepts such as value, shape, age, dimension) act like verbs in predicative position?	1: present, 0: absent	0	Kharitonov (1982:156)			"üünüü ürdük
[harvest high]
‘The harvest is high.’"
GB069	Do core adjectives (defined semantically as property concepts; value, shape, age, dimension) used attributively require the same morphological treatment as verbs?	1: present, 0: absent	0	Kharitonov (1982:156)			"ürdük üünüü
[high harvest’]
‘high harvest’"
GB070	Are there morphological cases for non-pronominal core arguments (i.e. S/A/P)?	1: present, 0: absent	1	Kharitonov (1982:130-134)		-nї	"bu ǰue-ni bїjїl tupput-tara
[this house-ACC this.year build.PST-3PL]
‘This house has been built this year.’"
GB071	Are there morphological cases for pronominal core arguments (i.e. S/A/P)?	1: present, 0: absent	1	Kharitonov (1982:188-189)			
GB072	Are there morphological cases for oblique non-pronominal NPs (i.e. not S/A/P)?	1: present, 0: absent	1	Kharitonov (1982:135-138)			
GB073	Are there morphological cases for oblique independent personal pronouns (i.e. not S/A/P)?	1: present, 0: absent	1	Kharitonov (1982:188-189)			
GB074	Are there prepositions?	1: present, 0: absent	0	Kharitonov (1982:415-430)			
GB075	Are there postpositions?	1: present, 0: absent	1	Kharitonov (1982:415-430)			
GB079	Do verbs have prefixes/proclitics, other than those that ONLY mark A, S or O (do include portmanteau: A & S + TAM)?	1: present, 0: absent	0	Kharitonov (1982)			
GB080	Do verbs have suffixes/enclitics, other than those that ONLY mark A, S or O (do include portmanteau: A & S + TAM)?	1: present, 0: absent	1	Kharitonov (1982:305-344)			
GB081	Is there productive infixation in verbs?	1: present, 0: absent	0	Kharitonov (1982)			
GB082	Is there overt morphological marking of present tense on verbs?	1: present, 0: absent	0	Pakendorf (2020b:438); Kharitonov (1982:305-306)		"no unified marker: 1st and 2nd person simultaneous converb -A, 3rd person present PTCP -Ar
NONPST.PTCP: -ar/-їїr"	
GB083	Is there overt morphological marking on the verb dedicated to past tense?	1: present, 0: absent	1	Kharitonov (1982:308-313)		"past categorical tense: -t/-d/-l/-n
past narrative tense: -bїt/-pїt/-mїt + 1st type of person marking
past perfect tense 1: -bїt/-pїt/-mїt + 2nd type of person marking"	"mun-n-um
[get.lost-PST-1SG]
‘I got lost.’"
GB084	Is there overt morphological marking on the verb dedicated to future tense?	1: present, 0: absent	1	Kharitonov (1982:306-307)		-їaχ	"bar-ïaɣ-ïm
[go-FUT-1SG]
‘I will go.’"
GB086	Is a morphological distinction between perfective and imperfective aspect available on verbs?	1: present, 0: absent	0	Kharitonov (1982:276-280)		only multiplicative (-tala:) and accelerative (-baXta:) aspects	
GB089	Can the S argument be indexed by a suffix/enclitic on the verb in the simple main clause?	1: present, 0: absent	1	Kharitonov (1982:226)			
GB090	Can the S argument be indexed by a prefix/proclitic on the verb in the simple main clause?	1: present, 0: absent	0	Kharitonov (1982:226)			
GB091	Can the A argument be indexed by a suffix/enclitic on the verb in the simple main clause?	1: present, 0: absent	1	Kharitonov (1982:226)			
GB092	Can the A argument be indexed by a prefix/proclitic on the verb in the simple main clause?	1: present, 0: absent	0	Kharitonov (1982:226)			
GB093	Can the P argument be indexed by a suffix/enclitic on the verb in the simple main clause?	1: present, 0: absent	0	Kharitonov (1982:226)			
GB094	Can the P argument be indexed by a prefix/proclitic on the verb in the simple main clause?	1: present, 0: absent	0	Kharitonov (1982:226)			
GB095	Are variations in marking strategies of core participants based on TAM distinctions?	1: present, 0: absent	0	Kharitonov (1982)	different sets of markers are used depending on different tenses		
GB096	Are variations in marking strategies of core participants based on verb classes?	1: present, 0: absent	0	Kharitonov (1982)			
GB098	Are variations in marking strategies of core participants based on person distinctions?	1: present, 0: absent	0	Kharitonov (1982)			
GB099	Can verb stems alter according to the person of a core participant?	1: present, 0: absent	0	Kharitonov (1982)			
GB103	Is there a benefactive applicative marker on the verb (including indexing)?	1: present, 0: absent	0	Kharitonov (1982)			
GB104	Is there an instrumental applicative marker on the verb (including indexing)?	1: present, 0: absent	0	Kharitonov (1982)			
GB105	Can the recipient in a ditransitive construction be marked like the monotransitive patient?	1: present, 0: absent	0	Kharitonov (1982:135)			"uŋuoɣ-u їk-ka bїraɣallar
[bone-ACC dog-DAT throw]
‘The bone is thrown to the dog.’
"
GB107	Can standard negation be marked by an affix, clitic or modification of the verb?	1: present, 0: absent	1	Pakendorf (2020b:437); Kharitonov (1982:226, 305-313)		-ma, -bap and allomorphs	
GB108	Is there directional or locative morphological marking on verbs?	1: present, 0: absent	0	Kharitonov (1982)			
GB109	Is there verb suppletion for participant number?	1: present, 0: absent	0	Kharitonov (1982)			
GB110	Is there verb suppletion for tense or aspect?	1: present, 0: absent	0	Kharitonov (1982)			
GB111	Are there conjugation classes?	1: present, 0: absent	0	Kharitonov (1982)	Not mentioned.		
GB113	Are there verbal affixes or clitics that turn intransitive verbs into transitive ones?	1: present, 0: absent	1	Kharitonov (1982:256-257)		-t, -tar	kїlga-t [become.short-CAUS] ‘to shorten’
GB114	Is there a phonologically bound reflexive marker on the verb?	1: present, 0: absent	1	Pakendorf (2020b:441); Kharitonov (1982:259)		-(I)n	"χolbo-n [connect-REFL] ‘to connect itself’
suu-n [wash-REFL] ‘to wash oneself’"
GB115	Is there a phonologically bound reciprocal marker on the verb?	1: present, 0: absent	1	Pakendorf (2020b:441); Kharitonov (1982:268-274)		-s/-їs has a meaning of a comitative or a reciprocal action	"bihigi urukkuttan bil-s-e-bit
[1PL long.ago know-RECIP-?-3PL]
‘We have known each other since long time.’"
GB116	Do verbs classify the shape, size or consistency of absolutive arguments by means of incorporated nouns, verbal affixes or suppletive verb stems?	1: present, 0: absent	0	Kharitonov (1982)			
GB117	Is there a copula for predicate nominals?	1: present, 0: absent	1	Pakendorf (2020b:442-443); Kharitonov (1982:404-405)		buol- ‘to be, to become’, ete ‘was/were’	"ol a:ta min emie buruyda:χ buola-bїn duo
[that so 1SG also guilty be-1SG Q]
‘That is I am also guilty, right?’"
GB118	Are there serial verb constructions?	1: present, 0: absent	0	Kharitonov (1982)			
GB119	"Can mood be marked by an inflecting word (""auxiliary verb"")?"	1: present, 0: absent	1	Pakendorf (2020b:439); Kharitonov (1982:125, 176)		"subjunctive: -їаχ + e-
unreal conditions: verb in PRS or PST.PTCP + buol- + -TAr"	
GB120	"Can aspect be marked by an inflecting word (""auxiliary verb"")?"	1: present, 0: absent	1	Pakendorf (2020b:441); Kharitonov (1982:280-285)		bar- ‘to go’, tur- ‘to stand’, is- ‘to go’ etc.	
GB121	"Can tense be marked by an inflecting word (""auxiliary verb"")?"	1: present, 0: absent	1	Kharitonov (1982:312-313)		tur- ‘to be’	
GB122	Is verb compounding a regular process?	1: present, 0: absent	0	Kharitonov (1982)			
GB123	Are there verb-adjunct (aka light-verb) constructions?	1: present, 0: absent	1	Kharitonov (1982:402)			"sanaaɣa tüs [thoughts fall] ‘become sad’
et tut [meat fall] ‘get fat, develop physically’"
GB124	Is incorporation of nouns into verbs a productive intransitivizing process?	1: present, 0: absent	0	Kharitonov (1982)			
